name,type,spoke_site,spoke_device,hub_site,hub_device,primary_wan,backup_wan,encryption,status,failover,description,comments
KH-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,KH-Agency2,KH-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KH-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
LA-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,LA-Agency1,LA-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from LA-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
LA-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,LA-Agency2,LA-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from LA-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BN-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,BN-Agency1,BN-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BN-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BN-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,BN-Agency2,BN-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BN-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TL-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TL-Agency1,TL-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TL-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TL-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TL-Agency2,TL-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TL-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
IN-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,IN-Agency1,IN-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from IN-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
IN-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,IN-Agency2,IN-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from IN-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PK-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PK-Agency1,PK-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PK-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PK-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PK-Agency2,PK-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PK-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BD-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,BD-Agency1,BD-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BD-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BD-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,BD-Agency2,BD-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BD-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
LK-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,LK-Agency1,LK-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from LK-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
LK-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,LK-Agency2,LK-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from LK-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NP-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NP-Agency1,NP-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NP-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NP-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NP-Agency2,NP-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NP-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BT-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,BT-Agency1,BT-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BT-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BT-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,BT-Agency2,BT-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BT-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
MV-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,MV-Agency1,MV-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from MV-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
MV-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,MV-Agency2,MV-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from MV-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AF-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,AF-Agency1,AF-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AF-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AF-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,AF-Agency2,AF-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AF-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AU-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,AU-Agency1,AU-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AU-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AU-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,AU-Agency2,AU-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AU-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NZ-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NZ-Agency1,NZ-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NZ-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NZ-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NZ-Agency2,NZ-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NZ-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PG-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PG-Agency1,PG-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PG-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PG-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PG-Agency2,PG-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PG-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
FJ-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,FJ-Agency1,FJ-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from FJ-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
FJ-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,FJ-Agency2,FJ-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from FJ-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
WS-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,WS-Agency1,WS-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from WS-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
WS-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,WS-Agency2,WS-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from WS-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TO-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TO-Agency1,TO-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TO-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TO-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TO-Agency2,TO-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TO-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VU-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,VU-Agency1,VU-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VU-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VU-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,VU-Agency2,VU-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VU-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
SB-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,SB-Agency1,SB-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from SB-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
SB-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,SB-Agency2,SB-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from SB-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NC-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NC-Agency1,NC-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NC-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NC-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NC-Agency2,NC-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NC-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PF-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PF-Agency1,PF-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PF-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PF-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PF-Agency2,PF-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PF-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
GU-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,GU-Agency1,GU-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from GU-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
GU-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,GU-Agency2,GU-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from GU-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PW-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PW-Agency1,PW-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PW-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PW-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,PW-Agency2,PW-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PW-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
FM-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,FM-Agency1,FM-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from FM-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
FM-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,FM-Agency2,FM-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from FM-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
MH-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,MH-Agency1,MH-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from MH-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
MH-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,MH-Agency2,MH-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from MH-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KI-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,KI-Agency1,KI-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KI-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KI-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,KI-Agency2,KI-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KI-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NR-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NR-Agency1,NR-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NR-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NR-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,NR-Agency2,NR-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NR-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TV-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TV-Agency1,TV-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TV-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TV-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TV-Agency2,TV-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TV-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KZ-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,KZ-Agency1,KZ-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KZ-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KZ-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,KZ-Agency2,KZ-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KZ-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
UZ-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,UZ-Agency1,UZ-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from UZ-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
UZ-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,UZ-Agency2,UZ-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from UZ-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TM-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TM-Agency1,TM-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TM-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TM-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TM-Agency2,TM-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TM-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KG-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,KG-Agency1,KG-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KG-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KG-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,KG-Agency2,KG-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KG-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TJ-Agency1-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TJ-Agency1,TJ-Agency1-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TJ-Agency1 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TJ-Agency2-VPN-TO-APAC-DC-ONPREM,Meraki Auto VPN,TJ-Agency2,TJ-Agency2-MX-01,APAC-DC-ONPREM,APAC-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TJ-Agency2 to APAC-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
US-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,US-Agency1,US-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from US-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
US-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,US-Agency2,US-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from US-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CA-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CA-Agency1,CA-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CA-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CA-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CA-Agency2,CA-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CA-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
MX-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,MX-Agency1,MX-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from MX-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
