device,name,type,enabled,mgmt_only,description
APAC-DC-ONPREM-SPINE-A01,Ethernet24,10gbase-x-sfpp,True,False,10G SFP+ Port 24
APAC-DC-ONPREM-SPINE-A01,Ethernet25,10gbase-x-sfpp,True,False,10G SFP+ Port 25
APAC-DC-ONPREM-SPINE-A01,Ethernet26,10gbase-x-sfpp,True,False,10G SFP+ Port 26
APAC-DC-ONPREM-SPINE-A01,Ethernet27,10gbase-x-sfpp,True,False,10G SFP+ Port 27
APAC-DC-ONPREM-SPINE-A01,Ethernet28,10gbase-x-sfpp,True,False,10G SFP+ Port 28
APAC-DC-ONPREM-SPINE-A01,Ethernet29,10gbase-x-sfpp,True,False,10G SFP+ Port 29
APAC-DC-ONPREM-SPINE-A01,Ethernet30,10gbase-x-sfpp,True,False,10G SFP+ Port 30
APAC-DC-ONPREM-SPINE-A01,Ethernet31,10gbase-x-sfpp,True,False,10G SFP+ Port 31
APAC-DC-ONPREM-SPINE-A01,Ethernet32,10gbase-x-sfpp,True,False,10G SFP+ Port 32
APAC-DC-ONPREM-SPINE-A01,Ethernet33,10gbase-x-sfpp,True,False,10G SFP+ Port 33
APAC-DC-ONPREM-SPINE-A01,Ethernet34,10gbase-x-sfpp,True,False,10G SFP+ Port 34
APAC-DC-ONPREM-SPINE-A01,Ethernet35,10gbase-x-sfpp,True,False,10G SFP+ Port 35
APAC-DC-ONPREM-SPINE-A01,Ethernet36,10gbase-x-sfpp,True,False,10G SFP+ Port 36
APAC-DC-ONPREM-SPINE-A01,Ethernet37,10gbase-x-sfpp,True,False,10G SFP+ Port 37
APAC-DC-ONPREM-SPINE-A01,Ethernet38,10gbase-x-sfpp,True,False,10G SFP+ Port 38
APAC-DC-ONPREM-SPINE-A01,Ethernet39,10gbase-x-sfpp,True,False,10G SFP+ Port 39
APAC-DC-ONPREM-SPINE-A01,Ethernet40,10gbase-x-sfpp,True,False,10G SFP+ Port 40
APAC-DC-ONPREM-SPINE-A01,Ethernet41,10gbase-x-sfpp,True,False,10G SFP+ Port 41
APAC-DC-ONPREM-SPINE-A01,Ethernet42,10gbase-x-sfpp,True,False,10G SFP+ Port 42
APAC-DC-ONPREM-SPINE-A01,Ethernet43,10gbase-x-sfpp,True,False,10G SFP+ Port 43
APAC-DC-ONPREM-SPINE-A01,Ethernet44,10gbase-x-sfpp,True,False,10G SFP+ Port 44
APAC-DC-ONPREM-SPINE-A01,Ethernet45,10gbase-x-sfpp,True,False,10G SFP+ Port 45
APAC-DC-ONPREM-SPINE-A01,Ethernet46,10gbase-x-sfpp,True,False,10G SFP+ Port 46
APAC-DC-ONPREM-SPINE-A01,Ethernet47,10gbase-x-sfpp,True,False,10G SFP+ Port 47
APAC-DC-ONPREM-SPINE-A01,Ethernet48,10gbase-x-sfpp,True,False,10G SFP+ Port 48
APAC-DC-ONPREM-SPINE-A01,Ethernet49,100gbase-x-qsfp28,True,False,100G QSFP28 Port 49
APAC-DC-ONPREM-SPINE-A01,Ethernet50,100gbase-x-qsfp28,True,False,100G QSFP28 Port 50
APAC-DC-ONPREM-SPINE-A01,Ethernet51,100gbase-x-qsfp28,True,False,100G QSFP28 Port 51
APAC-DC-ONPREM-SPINE-A01,Ethernet52,100gbase-x-qsfp28,True,False,100G QSFP28 Port 52
APAC-DC-ONPREM-SPINE-A01,Ethernet53,100gbase-x-qsfp28,True,False,100G QSFP28 Port 53
APAC-DC-ONPREM-SPINE-A01,Ethernet54,100gbase-x-qsfp28,True,False,100G QSFP28 Port 54
APAC-DC-ONPREM-SPINE-A01,Loopback0,virtual,True,False,Loopback interface for routing protocols
APAC-DC-ONPREM-SPINE-A02,Management1,1000base-t,True,True,Management interface
APAC-DC-ONPREM-SPINE-A02,Ethernet1,10gbase-x-sfpp,True,False,10G SFP+ Port 1
APAC-DC-ONPREM-SPINE-A02,Ethernet2,10gbase-x-sfpp,True,False,10G SFP+ Port 2
APAC-DC-ONPREM-SPINE-A02,Ethernet3,10gbase-x-sfpp,True,False,10G SFP+ Port 3
APAC-DC-ONPREM-SPINE-A02,Ethernet4,10gbase-x-sfpp,True,False,10G SFP+ Port 4
APAC-DC-ONPREM-SPINE-A02,Ethernet5,10gbase-x-sfpp,True,False,10G SFP+ Port 5
APAC-DC-ONPREM-SPINE-A02,Ethernet6,10gbase-x-sfpp,True,False,10G SFP+ Port 6
APAC-DC-ONPREM-SPINE-A02,Ethernet7,10gbase-x-sfpp,True,False,10G SFP+ Port 7
APAC-DC-ONPREM-SPINE-A02,Ethernet8,10gbase-x-sfpp,True,False,10G SFP+ Port 8
APAC-DC-ONPREM-SPINE-A02,Ethernet9,10gbase-x-sfpp,True,False,10G SFP+ Port 9
APAC-DC-ONPREM-SPINE-A02,Ethernet10,10gbase-x-sfpp,True,False,10G SFP+ Port 10
APAC-DC-ONPREM-SPINE-A02,Ethernet11,10gbase-x-sfpp,True,False,10G SFP+ Port 11
APAC-DC-ONPREM-SPINE-A02,Ethernet12,10gbase-x-sfpp,True,False,10G SFP+ Port 12
APAC-DC-ONPREM-SPINE-A02,Ethernet13,10gbase-x-sfpp,True,False,10G SFP+ Port 13
APAC-DC-ONPREM-SPINE-A02,Ethernet14,10gbase-x-sfpp,True,False,10G SFP+ Port 14
APAC-DC-ONPREM-SPINE-A02,Ethernet15,10gbase-x-sfpp,True,False,10G SFP+ Port 15
APAC-DC-ONPREM-SPINE-A02,Ethernet16,10gbase-x-sfpp,True,False,10G SFP+ Port 16
APAC-DC-ONPREM-SPINE-A02,Ethernet17,10gbase-x-sfpp,True,False,10G SFP+ Port 17
APAC-DC-ONPREM-SPINE-A02,Ethernet18,10gbase-x-sfpp,True,False,10G SFP+ Port 18
APAC-DC-ONPREM-SPINE-A02,Ethernet19,10gbase-x-sfpp,True,False,10G SFP+ Port 19
APAC-DC-ONPREM-SPINE-A02,Ethernet20,10gbase-x-sfpp,True,False,10G SFP+ Port 20
APAC-DC-ONPREM-SPINE-A02,Ethernet21,10gbase-x-sfpp,True,False,10G SFP+ Port 21
APAC-DC-ONPREM-SPINE-A02,Ethernet22,10gbase-x-sfpp,True,False,10G SFP+ Port 22
APAC-DC-ONPREM-SPINE-A02,Ethernet23,10gbase-x-sfpp,True,False,10G SFP+ Port 23
APAC-DC-ONPREM-SPINE-A02,Ethernet24,10gbase-x-sfpp,True,False,10G SFP+ Port 24
APAC-DC-ONPREM-SPINE-A02,Ethernet25,10gbase-x-sfpp,True,False,10G SFP+ Port 25
APAC-DC-ONPREM-SPINE-A02,Ethernet26,10gbase-x-sfpp,True,False,10G SFP+ Port 26
APAC-DC-ONPREM-SPINE-A02,Ethernet27,10gbase-x-sfpp,True,False,10G SFP+ Port 27
APAC-DC-ONPREM-SPINE-A02,Ethernet28,10gbase-x-sfpp,True,False,10G SFP+ Port 28
APAC-DC-ONPREM-SPINE-A02,Ethernet29,10gbase-x-sfpp,True,False,10G SFP+ Port 29
APAC-DC-ONPREM-SPINE-A02,Ethernet30,10gbase-x-sfpp,True,False,10G SFP+ Port 30
APAC-DC-ONPREM-SPINE-A02,Ethernet31,10gbase-x-sfpp,True,False,10G SFP+ Port 31
APAC-DC-ONPREM-SPINE-A02,Ethernet32,10gbase-x-sfpp,True,False,10G SFP+ Port 32
APAC-DC-ONPREM-SPINE-A02,Ethernet33,10gbase-x-sfpp,True,False,10G SFP+ Port 33
APAC-DC-ONPREM-SPINE-A02,Ethernet34,10gbase-x-sfpp,True,False,10G SFP+ Port 34
APAC-DC-ONPREM-SPINE-A02,Ethernet35,10gbase-x-sfpp,True,False,10G SFP+ Port 35
APAC-DC-ONPREM-SPINE-A02,Ethernet36,10gbase-x-sfpp,True,False,10G SFP+ Port 36
APAC-DC-ONPREM-SPINE-A02,Ethernet37,10gbase-x-sfpp,True,False,10G SFP+ Port 37
APAC-DC-ONPREM-SPINE-A02,Ethernet38,10gbase-x-sfpp,True,False,10G SFP+ Port 38
APAC-DC-ONPREM-SPINE-A02,Ethernet39,10gbase-x-sfpp,True,False,10G SFP+ Port 39
APAC-DC-ONPREM-SPINE-A02,Ethernet40,10gbase-x-sfpp,True,False,10G SFP+ Port 40
APAC-DC-ONPREM-SPINE-A02,Ethernet41,10gbase-x-sfpp,True,False,10G SFP+ Port 41
APAC-DC-ONPREM-SPINE-A02,Ethernet42,10gbase-x-sfpp,True,False,10G SFP+ Port 42
APAC-DC-ONPREM-SPINE-A02,Ethernet43,10gbase-x-sfpp,True,False,10G SFP+ Port 43
APAC-DC-ONPREM-SPINE-A02,Ethernet44,10gbase-x-sfpp,True,False,10G SFP+ Port 44
APAC-DC-ONPREM-SPINE-A02,Ethernet45,10gbase-x-sfpp,True,False,10G SFP+ Port 45
APAC-DC-ONPREM-SPINE-A02,Ethernet46,10gbase-x-sfpp,True,False,10G SFP+ Port 46
APAC-DC-ONPREM-SPINE-A02,Ethernet47,10gbase-x-sfpp,True,False,10G SFP+ Port 47
APAC-DC-ONPREM-SPINE-A02,Ethernet48,10gbase-x-sfpp,True,False,10G SFP+ Port 48
APAC-DC-ONPREM-SPINE-A02,Ethernet49,100gbase-x-qsfp28,True,False,100G QSFP28 Port 49
APAC-DC-ONPREM-SPINE-A02,Ethernet50,100gbase-x-qsfp28,True,False,100G QSFP28 Port 50
APAC-DC-ONPREM-SPINE-A02,Ethernet51,100gbase-x-qsfp28,True,False,100G QSFP28 Port 51
APAC-DC-ONPREM-SPINE-A02,Ethernet52,100gbase-x-qsfp28,True,False,100G QSFP28 Port 52
APAC-DC-ONPREM-SPINE-A02,Ethernet53,100gbase-x-qsfp28,True,False,100G QSFP28 Port 53
APAC-DC-ONPREM-SPINE-A02,Ethernet54,100gbase-x-qsfp28,True,False,100G QSFP28 Port 54
APAC-DC-ONPREM-SPINE-A02,Loopback0,virtual,True,False,Loopback interface for routing protocols
APAC-DC-ONPREM-LEAF-A01,Management1,1000base-t,True,True,Management interface
APAC-DC-ONPREM-LEAF-A01,Ethernet1,25gbase-x-sfp28,True,False,25G SFP28 Port 1
APAC-DC-ONPREM-LEAF-A01,Ethernet2,25gbase-x-sfp28,True,False,25G SFP28 Port 2
APAC-DC-ONPREM-LEAF-A01,Ethernet3,25gbase-x-sfp28,True,False,25G SFP28 Port 3
APAC-DC-ONPREM-LEAF-A01,Ethernet4,25gbase-x-sfp28,True,False,25G SFP28 Port 4
APAC-DC-ONPREM-LEAF-A01,Ethernet5,25gbase-x-sfp28,True,False,25G SFP28 Port 5
APAC-DC-ONPREM-LEAF-A01,Ethernet6,25gbase-x-sfp28,True,False,25G SFP28 Port 6
APAC-DC-ONPREM-LEAF-A01,Ethernet7,25gbase-x-sfp28,True,False,25G SFP28 Port 7
APAC-DC-ONPREM-LEAF-A01,Ethernet8,25gbase-x-sfp28,True,False,25G SFP28 Port 8
APAC-DC-ONPREM-LEAF-A01,Ethernet9,25gbase-x-sfp28,True,False,25G SFP28 Port 9
APAC-DC-ONPREM-LEAF-A01,Ethernet10,25gbase-x-sfp28,True,False,25G SFP28 Port 10
APAC-DC-ONPREM-LEAF-A01,Ethernet11,25gbase-x-sfp28,True,False,25G SFP28 Port 11
APAC-DC-ONPREM-LEAF-A01,Ethernet12,25gbase-x-sfp28,True,False,25G SFP28 Port 12
APAC-DC-ONPREM-LEAF-A01,Ethernet13,25gbase-x-sfp28,True,False,25G SFP28 Port 13
APAC-DC-ONPREM-LEAF-A01,Ethernet14,25gbase-x-sfp28,True,False,25G SFP28 Port 14
APAC-DC-ONPREM-LEAF-A01,Ethernet15,25gbase-x-sfp28,True,False,25G SFP28 Port 15
APAC-DC-ONPREM-LEAF-A01,Ethernet16,25gbase-x-sfp28,True,False,25G SFP28 Port 16
APAC-DC-ONPREM-LEAF-A01,Ethernet17,25gbase-x-sfp28,True,False,25G SFP28 Port 17
APAC-DC-ONPREM-LEAF-A01,Ethernet18,25gbase-x-sfp28,True,False,25G SFP28 Port 18
APAC-DC-ONPREM-LEAF-A01,Ethernet19,25gbase-x-sfp28,True,False,25G SFP28 Port 19
APAC-DC-ONPREM-LEAF-A01,Ethernet20,25gbase-x-sfp28,True,False,25G SFP28 Port 20
APAC-DC-ONPREM-LEAF-A01,Ethernet21,25gbase-x-sfp28,True,False,25G SFP28 Port 21
APAC-DC-ONPREM-LEAF-A01,Ethernet22,25gbase-x-sfp28,True,False,25G SFP28 Port 22
APAC-DC-ONPREM-LEAF-A01,Ethernet23,25gbase-x-sfp28,True,False,25G SFP28 Port 23
APAC-DC-ONPREM-LEAF-A01,Ethernet24,25gbase-x-sfp28,True,False,25G SFP28 Port 24
APAC-DC-ONPREM-LEAF-A01,Ethernet25,25gbase-x-sfp28,True,False,25G SFP28 Port 25
APAC-DC-ONPREM-LEAF-A01,Ethernet26,25gbase-x-sfp28,True,False,25G SFP28 Port 26
APAC-DC-ONPREM-LEAF-A01,Ethernet27,25gbase-x-sfp28,True,False,25G SFP28 Port 27
APAC-DC-ONPREM-LEAF-A01,Ethernet28,25gbase-x-sfp28,True,False,25G SFP28 Port 28
APAC-DC-ONPREM-LEAF-A01,Ethernet29,25gbase-x-sfp28,True,False,25G SFP28 Port 29
APAC-DC-ONPREM-LEAF-A01,Ethernet30,25gbase-x-sfp28,True,False,25G SFP28 Port 30
APAC-DC-ONPREM-LEAF-A01,Ethernet31,25gbase-x-sfp28,True,False,25G SFP28 Port 31
APAC-DC-ONPREM-LEAF-A01,Ethernet32,25gbase-x-sfp28,True,False,25G SFP28 Port 32
APAC-DC-ONPREM-LEAF-A01,Ethernet33,25gbase-x-sfp28,True,False,25G SFP28 Port 33
APAC-DC-ONPREM-LEAF-A01,Ethernet34,25gbase-x-sfp28,True,False,25G SFP28 Port 34
APAC-DC-ONPREM-LEAF-A01,Ethernet35,25gbase-x-sfp28,True,False,25G SFP28 Port 35
APAC-DC-ONPREM-LEAF-A01,Ethernet36,25gbase-x-sfp28,True,False,25G SFP28 Port 36
APAC-DC-ONPREM-LEAF-A01,Ethernet37,25gbase-x-sfp28,True,False,25G SFP28 Port 37
APAC-DC-ONPREM-LEAF-A01,Ethernet38,25gbase-x-sfp28,True,False,25G SFP28 Port 38
APAC-DC-ONPREM-LEAF-A01,Ethernet39,25gbase-x-sfp28,True,False,25G SFP28 Port 39
APAC-DC-ONPREM-LEAF-A01,Ethernet40,25gbase-x-sfp28,True,False,25G SFP28 Port 40
APAC-DC-ONPREM-LEAF-A01,Ethernet41,25gbase-x-sfp28,True,False,25G SFP28 Port 41
APAC-DC-ONPREM-LEAF-A01,Ethernet42,25gbase-x-sfp28,True,False,25G SFP28 Port 42
APAC-DC-ONPREM-LEAF-A01,Ethernet43,25gbase-x-sfp28,True,False,25G SFP28 Port 43
APAC-DC-ONPREM-LEAF-A01,Ethernet44,25gbase-x-sfp28,True,False,25G SFP28 Port 44
APAC-DC-ONPREM-LEAF-A01,Ethernet45,25gbase-x-sfp28,True,False,25G SFP28 Port 45
APAC-DC-ONPREM-LEAF-A01,Ethernet46,25gbase-x-sfp28,True,False,25G SFP28 Port 46
APAC-DC-ONPREM-LEAF-A01,Ethernet47,25gbase-x-sfp28,True,False,25G SFP28 Port 47
APAC-DC-ONPREM-LEAF-A01,Ethernet48,25gbase-x-sfp28,True,False,25G SFP28 Port 48
APAC-DC-ONPREM-LEAF-A01,Ethernet49,100gbase-x-qsfp28,True,False,100G QSFP28 Port 49
APAC-DC-ONPREM-LEAF-A01,Ethernet50,100gbase-x-qsfp28,True,False,100G QSFP28 Port 50
APAC-DC-ONPREM-LEAF-A01,Ethernet51,100gbase-x-qsfp28,True,False,100G QSFP28 Port 51
APAC-DC-ONPREM-LEAF-A01,Ethernet52,100gbase-x-qsfp28,True,False,100G QSFP28 Port 52
APAC-DC-ONPREM-LEAF-A01,Ethernet53,100gbase-x-qsfp28,True,False,100G QSFP28 Port 53
APAC-DC-ONPREM-LEAF-A01,Ethernet54,100gbase-x-qsfp28,True,False,100G QSFP28 Port 54
APAC-DC-ONPREM-LEAF-A01,Ethernet55,100gbase-x-qsfp28,True,False,100G QSFP28 Port 55
APAC-DC-ONPREM-LEAF-A01,Ethernet56,100gbase-x-qsfp28,True,False,100G QSFP28 Port 56
APAC-DC-ONPREM-LEAF-A01,Ethernet57,100gbase-x-qsfp28,True,False,100G QSFP28 Port 57
APAC-DC-ONPREM-LEAF-A01,Ethernet58,100gbase-x-qsfp28,True,False,100G QSFP28 Port 58
APAC-DC-ONPREM-LEAF-A01,Ethernet59,100gbase-x-qsfp28,True,False,100G QSFP28 Port 59
APAC-DC-ONPREM-LEAF-A01,Ethernet60,100gbase-x-qsfp28,True,False,100G QSFP28 Port 60
APAC-DC-ONPREM-LEAF-A01,Loopback0,virtual,True,False,Loopback interface for routing protocols
APAC-DC-ONPREM-LEAF-A02,Management1,1000base-t,True,True,Management interface
APAC-DC-ONPREM-LEAF-A02,Ethernet1,25gbase-x-sfp28,True,False,25G SFP28 Port 1
APAC-DC-ONPREM-LEAF-A02,Ethernet2,25gbase-x-sfp28,True,False,25G SFP28 Port 2
APAC-DC-ONPREM-LEAF-A02,Ethernet3,25gbase-x-sfp28,True,False,25G SFP28 Port 3
APAC-DC-ONPREM-LEAF-A02,Ethernet4,25gbase-x-sfp28,True,False,25G SFP28 Port 4
APAC-DC-ONPREM-LEAF-A02,Ethernet5,25gbase-x-sfp28,True,False,25G SFP28 Port 5
APAC-DC-ONPREM-LEAF-A02,Ethernet6,25gbase-x-sfp28,True,False,25G SFP28 Port 6
APAC-DC-ONPREM-LEAF-A02,Ethernet7,25gbase-x-sfp28,True,False,25G SFP28 Port 7
APAC-DC-ONPREM-LEAF-A02,Ethernet8,25gbase-x-sfp28,True,False,25G SFP28 Port 8
APAC-DC-ONPREM-LEAF-A02,Ethernet9,25gbase-x-sfp28,True,False,25G SFP28 Port 9
APAC-DC-ONPREM-LEAF-A02,Ethernet10,25gbase-x-sfp28,True,False,25G SFP28 Port 10
APAC-DC-ONPREM-LEAF-A02,Ethernet11,25gbase-x-sfp28,True,False,25G SFP28 Port 11
APAC-DC-ONPREM-LEAF-A02,Ethernet12,25gbase-x-sfp28,True,False,25G SFP28 Port 12
APAC-DC-ONPREM-LEAF-A02,Ethernet13,25gbase-x-sfp28,True,False,25G SFP28 Port 13
APAC-DC-ONPREM-LEAF-A02,Ethernet14,25gbase-x-sfp28,True,False,25G SFP28 Port 14
APAC-DC-ONPREM-LEAF-A02,Ethernet15,25gbase-x-sfp28,True,False,25G SFP28 Port 15
APAC-DC-ONPREM-LEAF-A02,Ethernet16,25gbase-x-sfp28,True,False,25G SFP28 Port 16
APAC-DC-ONPREM-LEAF-A02,Ethernet17,25gbase-x-sfp28,True,False,25G SFP28 Port 17
APAC-DC-ONPREM-LEAF-A02,Ethernet18,25gbase-x-sfp28,True,False,25G SFP28 Port 18
APAC-DC-ONPREM-LEAF-A02,Ethernet19,25gbase-x-sfp28,True,False,25G SFP28 Port 19
APAC-DC-ONPREM-LEAF-A02,Ethernet20,25gbase-x-sfp28,True,False,25G SFP28 Port 20
APAC-DC-ONPREM-LEAF-A02,Ethernet21,25gbase-x-sfp28,True,False,25G SFP28 Port 21
APAC-DC-ONPREM-LEAF-A02,Ethernet22,25gbase-x-sfp28,True,False,25G SFP28 Port 22
APAC-DC-ONPREM-LEAF-A02,Ethernet23,25gbase-x-sfp28,True,False,25G SFP28 Port 23
APAC-DC-ONPREM-LEAF-A02,Ethernet24,25gbase-x-sfp28,True,False,25G SFP28 Port 24
APAC-DC-ONPREM-LEAF-A02,Ethernet25,25gbase-x-sfp28,True,False,25G SFP28 Port 25
APAC-DC-ONPREM-LEAF-A02,Ethernet26,25gbase-x-sfp28,True,False,25G SFP28 Port 26
APAC-DC-ONPREM-LEAF-A02,Ethernet27,25gbase-x-sfp28,True,False,25G SFP28 Port 27
APAC-DC-ONPREM-LEAF-A02,Ethernet28,25gbase-x-sfp28,True,False,25G SFP28 Port 28
APAC-DC-ONPREM-LEAF-A02,Ethernet29,25gbase-x-sfp28,True,False,25G SFP28 Port 29
APAC-DC-ONPREM-LEAF-A02,Ethernet30,25gbase-x-sfp28,True,False,25G SFP28 Port 30
APAC-DC-ONPREM-LEAF-A02,Ethernet31,25gbase-x-sfp28,True,False,25G SFP28 Port 31
APAC-DC-ONPREM-LEAF-A02,Ethernet32,25gbase-x-sfp28,True,False,25G SFP28 Port 32
APAC-DC-ONPREM-LEAF-A02,Ethernet33,25gbase-x-sfp28,True,False,25G SFP28 Port 33
APAC-DC-ONPREM-LEAF-A02,Ethernet34,25gbase-x-sfp28,True,False,25G SFP28 Port 34
APAC-DC-ONPREM-LEAF-A02,Ethernet35,25gbase-x-sfp28,True,False,25G SFP28 Port 35
APAC-DC-ONPREM-LEAF-A02,Ethernet36,25gbase-x-sfp28,True,False,25G SFP28 Port 36
APAC-DC-ONPREM-LEAF-A02,Ethernet37,25gbase-x-sfp28,True,False,25G SFP28 Port 37
APAC-DC-ONPREM-LEAF-A02,Ethernet38,25gbase-x-sfp28,True,False,25G SFP28 Port 38
APAC-DC-ONPREM-LEAF-A02,Ethernet39,25gbase-x-sfp28,True,False,25G SFP28 Port 39
APAC-DC-ONPREM-LEAF-A02,Ethernet40,25gbase-x-sfp28,True,False,25G SFP28 Port 40
APAC-DC-ONPREM-LEAF-A02,Ethernet41,25gbase-x-sfp28,True,False,25G SFP28 Port 41
APAC-DC-ONPREM-LEAF-A02,Ethernet42,25gbase-x-sfp28,True,False,25G SFP28 Port 42
APAC-DC-ONPREM-LEAF-A02,Ethernet43,25gbase-x-sfp28,True,False,25G SFP28 Port 43
APAC-DC-ONPREM-LEAF-A02,Ethernet44,25gbase-x-sfp28,True,False,25G SFP28 Port 44
APAC-DC-ONPREM-LEAF-A02,Ethernet45,25gbase-x-sfp28,True,False,25G SFP28 Port 45
APAC-DC-ONPREM-LEAF-A02,Ethernet46,25gbase-x-sfp28,True,False,25G SFP28 Port 46
APAC-DC-ONPREM-LEAF-A02,Ethernet47,25gbase-x-sfp28,True,False,25G SFP28 Port 47
APAC-DC-ONPREM-LEAF-A02,Ethernet48,25gbase-x-sfp28,True,False,25G SFP28 Port 48
APAC-DC-ONPREM-LEAF-A02,Ethernet49,100gbase-x-qsfp28,True,False,100G QSFP28 Port 49
APAC-DC-ONPREM-LEAF-A02,Ethernet50,100gbase-x-qsfp28,True,False,100G QSFP28 Port 50
APAC-DC-ONPREM-LEAF-A02,Ethernet51,100gbase-x-qsfp28,True,False,100G QSFP28 Port 51
APAC-DC-ONPREM-LEAF-A02,Ethernet52,100gbase-x-qsfp28,True,False,100G QSFP28 Port 52
APAC-DC-ONPREM-LEAF-A02,Ethernet53,100gbase-x-qsfp28,True,False,100G QSFP28 Port 53
APAC-DC-ONPREM-LEAF-A02,Ethernet54,100gbase-x-qsfp28,True,False,100G QSFP28 Port 54
APAC-DC-ONPREM-LEAF-A02,Ethernet55,100gbase-x-qsfp28,True,False,100G QSFP28 Port 55
APAC-DC-ONPREM-LEAF-A02,Ethernet56,100gbase-x-qsfp28,True,False,100G QSFP28 Port 56
APAC-DC-ONPREM-LEAF-A02,Ethernet57,100gbase-x-qsfp28,True,False,100G QSFP28 Port 57
APAC-DC-ONPREM-LEAF-A02,Ethernet58,100gbase-x-qsfp28,True,False,100G QSFP28 Port 58
APAC-DC-ONPREM-LEAF-A02,Ethernet59,100gbase-x-qsfp28,True,False,100G QSFP28 Port 59
APAC-DC-ONPREM-LEAF-A02,Ethernet60,100gbase-x-qsfp28,True,False,100G QSFP28 Port 60
APAC-DC-ONPREM-LEAF-A02,Loopback0,virtual,True,False,Loopback interface for routing protocols
APAC-DC-ONPREM-ESX-A01,iDRAC,1000base-t,True,True,iDRAC Management interface
APAC-DC-ONPREM-ESX-A01,NIC1-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 1
APAC-DC-ONPREM-ESX-A01,NIC1-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 2
APAC-DC-ONPREM-ESX-A01,NIC2-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 1
APAC-DC-ONPREM-ESX-A01,NIC2-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 2
APAC-DC-ONPREM-ESX-A02,iDRAC,1000base-t,True,True,iDRAC Management interface
APAC-DC-ONPREM-ESX-A02,NIC1-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 1
APAC-DC-ONPREM-ESX-A02,NIC1-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 2
APAC-DC-ONPREM-ESX-A02,NIC2-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 1
APAC-DC-ONPREM-ESX-A02,NIC2-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 2
APAC-DC-ONPREM-ESX-A03,iDRAC,1000base-t,True,True,iDRAC Management interface
APAC-DC-ONPREM-ESX-A03,NIC1-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 1
APAC-DC-ONPREM-ESX-A03,NIC1-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 2
APAC-DC-ONPREM-ESX-A03,NIC2-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 1
APAC-DC-ONPREM-ESX-A03,NIC2-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 2
APAC-DC-ONPREM-ESX-A04,iDRAC,1000base-t,True,True,iDRAC Management interface
APAC-DC-ONPREM-ESX-A04,NIC1-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 1
APAC-DC-ONPREM-ESX-A04,NIC1-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC1 Port 2
APAC-DC-ONPREM-ESX-A04,NIC2-Port1,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 1
APAC-DC-ONPREM-ESX-A04,NIC2-Port2,25gbase-x-sfp28,True,False,25G SFP28 NIC2 Port 2
APAC-DC-ONPREM-ESX-A05,iLO,1000base-t,True,True,iLO Management interface
APAC-DC-ONPREM-ESX-A05,NIC1-Port1,25gbase-x-sfp28,True,False,25G SFP28 FlexibleLOM Port 1
APAC-DC-ONPREM-ESX-A05,NIC1-Port2,25gbase-x-sfp28,True,False,25G SFP28 FlexibleLOM Port 2
APAC-DC-ONPREM-ESX-A05,NIC2-Port1,10gbase-x-sfpp,True,False,10G SFP+ Mezz Port 1
APAC-DC-ONPREM-ESX-A05,NIC2-Port2,10gbase-x-sfpp,True,False,10G SFP+ Mezz Port 2
APAC-DC-ONPREM-ESX-A06,iLO,1000base-t,True,True,iLO Management interface
APAC-DC-ONPREM-ESX-A06,NIC1-Port1,25gbase-x-sfp28,True,False,25G SFP28 FlexibleLOM Port 1
APAC-DC-ONPREM-ESX-A06,NIC1-Port2,25gbase-x-sfp28,True,False,25G SFP28 FlexibleLOM Port 2
APAC-DC-ONPREM-ESX-A06,NIC2-Port1,10gbase-x-sfpp,True,False,10G SFP+ Mezz Port 1
APAC-DC-ONPREM-ESX-A06,NIC2-Port2,10gbase-x-sfpp,True,False,10G SFP+ Mezz Port 2
APAC-DC-ONPREM-SPINE-B01,Management1,1000base-t,True,True,Management interface
APAC-DC-ONPREM-SPINE-B01,Ethernet1,10gbase-x-sfpp,True,False,10G SFP+ Port 1
APAC-DC-ONPREM-SPINE-B01,Ethernet2,10gbase-x-sfpp,True,False,10G SFP+ Port 2
APAC-DC-ONPREM-SPINE-B01,Ethernet3,10gbase-x-sfpp,True,False,10G SFP+ Port 3
APAC-DC-ONPREM-SPINE-B01,Ethernet4,10gbase-x-sfpp,True,False,10G SFP+ Port 4
APAC-DC-ONPREM-SPINE-B01,Ethernet5,10gbase-x-sfpp,True,False,10G SFP+ Port 5
