label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,color,description
APAC-DC-ONPREM-CABLE-01703,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/41,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-41,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01704,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/42,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-42,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01705,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/43,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-43,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01706,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/44,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-44,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01707,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/45,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-45,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01708,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/46,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-46,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01709,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/47,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-47,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01710,smf,connected,APAC-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/48,APAC-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-48,2,m,blue,Equipment cable: APAC-DC-ONPREM-DIST-SW02 to front port
APAC-DC-ONPREM-CABLE-01711,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-25,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-25,3,m,black,Horizontal cable: Core VPC peer-link
APAC-DC-ONPREM-CABLE-01712,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-26,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-26,3,m,black,Horizontal cable: Core VPC peer-link
APAC-DC-ONPREM-CABLE-01713,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-1,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-1,5,m,black,Horizontal cable: Core01 to Dist01 link 1
APAC-DC-ONPREM-CABLE-01714,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-2,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-2,5,m,black,Horizontal cable: Core01 to Dist01 link 2
APAC-DC-ONPREM-CABLE-01715,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-3,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-3,5,m,black,Horizontal cable: Core01 to Dist01 link 3
APAC-DC-ONPREM-CABLE-01716,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-4,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-4,5,m,black,Horizontal cable: Core01 to Dist01 link 4
APAC-DC-ONPREM-CABLE-01717,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-1,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-5,5,m,black,Horizontal cable: Core02 to Dist01 link 1
APAC-DC-ONPREM-CABLE-01718,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-2,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-6,5,m,black,Horizontal cable: Core02 to Dist01 link 2
APAC-DC-ONPREM-CABLE-01719,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-3,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-7,5,m,black,Horizontal cable: Core02 to Dist01 link 3
APAC-DC-ONPREM-CABLE-01720,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-4,APAC-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-8,5,m,black,Horizontal cable: Core02 to Dist01 link 4
APAC-DC-ONPREM-CABLE-01721,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-5,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-1,5,m,black,Horizontal cable: Core01 to Dist02 link 1
APAC-DC-ONPREM-CABLE-01722,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-6,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-2,5,m,black,Horizontal cable: Core01 to Dist02 link 2
APAC-DC-ONPREM-CABLE-01723,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-7,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-3,5,m,black,Horizontal cable: Core01 to Dist02 link 3
APAC-DC-ONPREM-CABLE-01724,dac-active,connected,APAC-DC-ONPREM-NET-R01-FPP01,dcim.rearport,Rear-8,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-4,5,m,black,Horizontal cable: Core01 to Dist02 link 4
APAC-DC-ONPREM-CABLE-01725,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-5,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-5,5,m,black,Horizontal cable: Core02 to Dist02 link 1
APAC-DC-ONPREM-CABLE-01726,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-6,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-6,5,m,black,Horizontal cable: Core02 to Dist02 link 2
APAC-DC-ONPREM-CABLE-01727,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-7,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-7,5,m,black,Horizontal cable: Core02 to Dist02 link 3
APAC-DC-ONPREM-CABLE-01728,dac-active,connected,APAC-DC-ONPREM-NET-R02-FPP01,dcim.rearport,Rear-8,APAC-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-8,5,m,black,Horizontal cable: Core02 to Dist02 link 4
APAC-DC-ONPREM-CABLE-01729,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet1,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01730,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet2,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01731,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet3,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01732,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet4,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01733,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet5,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01734,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet6,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01735,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet7,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01736,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet8,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01737,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet9,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01738,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet10,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01739,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet11,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01740,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet12,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01741,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet13,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-13,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01742,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet14,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-14,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01743,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet15,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-15,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01744,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet16,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-16,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01745,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet17,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-17,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01746,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet18,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-18,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01747,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet19,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-19,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01748,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet20,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-20,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01749,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet21,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-21,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01750,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet22,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-22,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01751,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet23,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-23,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01752,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet24,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-24,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01753,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet25,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-25,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01754,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet26,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-26,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01755,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet27,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-27,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01756,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet28,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-28,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01757,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet29,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-29,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01758,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet30,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-30,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01759,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet31,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-31,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01760,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet32,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-32,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01761,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet33,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-33,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01762,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet34,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-34,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01763,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet35,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-35,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01764,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet36,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-36,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01765,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet37,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-37,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01766,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet38,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-38,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01767,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet39,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-39,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01768,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet40,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-40,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01769,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet41,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-41,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01770,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet42,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-42,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01771,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet43,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-43,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01772,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet44,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-44,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01773,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet45,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-45,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01774,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet46,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-46,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01775,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet47,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-47,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01776,smf,connected,APAC-DC-ONPREM-SPINE-A01,dcim.interface,Ethernet48,APAC-DC-ONPREM-SRV-A-R01-FPP01,dcim.frontport,Front-48,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A01 to front port
APAC-DC-ONPREM-CABLE-01777,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet1,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01778,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet2,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01779,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet3,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01780,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet4,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01781,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet5,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01782,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet6,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01783,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet7,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01784,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet8,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01785,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet9,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01786,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet10,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01787,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet11,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01788,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet12,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01789,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet13,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-13,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01790,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet14,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-14,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01791,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet15,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-15,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01792,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet16,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-16,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01793,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet17,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-17,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01794,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet18,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-18,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01795,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet19,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-19,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01796,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet20,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-20,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01797,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet21,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-21,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01798,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet22,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-22,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01799,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet23,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-23,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01800,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet24,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-24,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01801,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet25,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-25,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
APAC-DC-ONPREM-CABLE-01802,smf,connected,APAC-DC-ONPREM-SPINE-A02,dcim.interface,Ethernet26,APAC-DC-ONPREM-SRV-A-R02-FPP01,dcim.frontport,Front-26,2,m,blue,Equipment cable: APAC-DC-ONPREM-SPINE-A02 to front port
