label,type,status,a_termination_type,a_termination,b_termination_type,b_termination,length,length_unit,description
APAC-DC-CLOUD-CABLE-0428-NAS01-ACCSTG02,dac-active,connected,dcim.interface,APAC-DC-CLOUD-NAS-01:ext-4,dcim.interface,APAC-DC-CLOUD-ACC-STG-02:GigabitEthernet1/0/6,,,Connection APAC-DC-CLOUD-NAS-01 to APAC-DC-CLOUD-ACC-STG-02
APAC-DC-CLOUD-CABLE-0429-NAS02-ACCSTG01,dac-active,connected,dcim.interface,APAC-DC-CLOUD-NAS-02:ext-1,dcim.interface,APAC-DC-CLOUD-ACC-STG-01:GigabitEthernet1/0/7,,,Connection APAC-DC-CLOUD-NAS-02 to APAC-DC-CLOUD-ACC-STG-01
APAC-DC-CLOUD-CABLE-0430-NAS02-ACCSTG01,dac-active,connected,dcim.interface,APAC-DC-CLOUD-NAS-02:ext-2,dcim.interface,APAC-DC-CLOUD-ACC-STG-01:GigabitEthernet1/0/8,,,Connection APAC-DC-CLOUD-NAS-02 to APAC-DC-CLOUD-ACC-STG-01
APAC-DC-CLOUD-CABLE-0431-NAS02-ACCSTG02,dac-active,connected,dcim.interface,APAC-DC-CLOUD-NAS-02:ext-3,dcim.interface,APAC-DC-CLOUD-ACC-STG-02:GigabitEthernet1/0/7,,,Connection APAC-DC-CLOUD-NAS-02 to APAC-DC-CLOUD-ACC-STG-02
APAC-DC-CLOUD-CABLE-0432-NAS02-ACCSTG02,dac-active,connected,dcim.interface,APAC-DC-CLOUD-NAS-02:ext-4,dcim.interface,APAC-DC-CLOUD-ACC-STG-02:GigabitEthernet1/0/8,,,Connection APAC-DC-CLOUD-NAS-02 to APAC-DC-CLOUD-ACC-STG-02
APAC-DC-CLOUD-CABLE-0433-MMR-CORE01,dac-active,connected,dcim.interface,APAC-DC-CLOUD-MMR-SW01:GigabitEthernet1/0/47,dcim.interface,APAC-DC-CLOUD-CORE-SW01:Ethernet1/48,,,Connection APAC-DC-CLOUD-MMR-SW01 to APAC-DC-CLOUD-CORE-SW01
APAC-DC-CLOUD-CABLE-0434-MMR-CORE02,dac-active,connected,dcim.interface,APAC-DC-CLOUD-MMR-SW01:GigabitEthernet1/0/48,dcim.interface,APAC-DC-CLOUD-CORE-SW02:Ethernet1/48,,,Connection APAC-DC-CLOUD-MMR-SW01 to APAC-DC-CLOUD-CORE-SW02
APAC-DC-CLOUD-CABLE-0435-OOB-MMR,cat6,connected,dcim.interface,APAC-DC-CLOUD-OOB-RTR01:GigabitEthernet0/1,dcim.interface,APAC-DC-CLOUD-MMR-SW01:GigabitEthernet1/0/1,,,Connection APAC-DC-CLOUD-OOB-RTR01 to APAC-DC-CLOUD-MMR-SW01
APAC-DC-ONPREM-CABLE-0436-CORE-VPC,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW01:Ethernet2/1,dcim.interface,APAC-DC-ONPREM-CORE-SW02:Ethernet2/1,,,Connection APAC-DC-ONPREM-CORE-SW01 to APAC-DC-ONPREM-CORE-SW02
APAC-DC-ONPREM-CABLE-0437-CORE-VPC,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW01:Ethernet2/2,dcim.interface,APAC-DC-ONPREM-CORE-SW02:Ethernet2/2,,,Connection APAC-DC-ONPREM-CORE-SW01 to APAC-DC-ONPREM-CORE-SW02
APAC-DC-ONPREM-CABLE-0438-C01-D01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW01:Ethernet1/1,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/1,,,Connection APAC-DC-ONPREM-CORE-SW01 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0439-C01-D01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW01:Ethernet1/2,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/2,,,Connection APAC-DC-ONPREM-CORE-SW01 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0440-C01-D02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW01:Ethernet1/3,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/1,,,Connection APAC-DC-ONPREM-CORE-SW01 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0441-C01-D02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW01:Ethernet1/4,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/2,,,Connection APAC-DC-ONPREM-CORE-SW01 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0442-C02-D01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW02:Ethernet1/1,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/3,,,Connection APAC-DC-ONPREM-CORE-SW02 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0443-C02-D01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW02:Ethernet1/2,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/4,,,Connection APAC-DC-ONPREM-CORE-SW02 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0444-C02-D02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW02:Ethernet1/3,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/3,,,Connection APAC-DC-ONPREM-CORE-SW02 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0445-C02-D02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-CORE-SW02:Ethernet1/4,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/4,,,Connection APAC-DC-ONPREM-CORE-SW02 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0446-D01-FWEXT01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/10,dcim.interface,APAC-DC-ONPREM-FW-EXT-01:ethernet1/1,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-FW-EXT-01
APAC-DC-ONPREM-CABLE-0447-D01-FWEXT01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/11,dcim.interface,APAC-DC-ONPREM-FW-EXT-01:ethernet1/2,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-FW-EXT-01
APAC-DC-ONPREM-CABLE-0448-D02-FWEXT02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/10,dcim.interface,APAC-DC-ONPREM-FW-EXT-02:ethernet1/1,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-FW-EXT-02
APAC-DC-ONPREM-CABLE-0449-D02-FWEXT02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/11,dcim.interface,APAC-DC-ONPREM-FW-EXT-02:ethernet1/2,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-FW-EXT-02
APAC-DC-ONPREM-CABLE-0450-D01-FWINT01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/12,dcim.interface,APAC-DC-ONPREM-FW-INT-01:ethernet1/1,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-FW-INT-01
APAC-DC-ONPREM-CABLE-0451-D01-FWINT01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/13,dcim.interface,APAC-DC-ONPREM-FW-INT-01:ethernet1/2,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-FW-INT-01
APAC-DC-ONPREM-CABLE-0452-D02-FWINT02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/12,dcim.interface,APAC-DC-ONPREM-FW-INT-02:ethernet1/1,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-FW-INT-02
APAC-DC-ONPREM-CABLE-0453-D02-FWINT02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/13,dcim.interface,APAC-DC-ONPREM-FW-INT-02:ethernet1/2,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-FW-INT-02
APAC-DC-ONPREM-CABLE-0454-D01-RTR01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/20,dcim.interface,APAC-DC-ONPREM-RTR-EDGE-01:TenGigE0/0/0/1,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-RTR-EDGE-01
APAC-DC-ONPREM-CABLE-0455-D01-RTR01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/21,dcim.interface,APAC-DC-ONPREM-RTR-EDGE-01:TenGigE0/0/0/2,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-RTR-EDGE-01
APAC-DC-ONPREM-CABLE-0456-D02-RTR02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/20,dcim.interface,APAC-DC-ONPREM-RTR-EDGE-02:TenGigE0/0/0/1,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-RTR-EDGE-02
APAC-DC-ONPREM-CABLE-0457-D02-RTR02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/21,dcim.interface,APAC-DC-ONPREM-RTR-EDGE-02:TenGigE0/0/0/2,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-RTR-EDGE-02
APAC-DC-ONPREM-CABLE-0458-D01-LB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/30,dcim.interface,APAC-DC-ONPREM-LB-01:1.1,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-LB-01
APAC-DC-ONPREM-CABLE-0459-D01-LB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/31,dcim.interface,APAC-DC-ONPREM-LB-01:1.2,,,Connection APAC-DC-ONPREM-DIST-SW01 to APAC-DC-ONPREM-LB-01
APAC-DC-ONPREM-CABLE-0460-D02-LB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/30,dcim.interface,APAC-DC-ONPREM-LB-01:1.3,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-LB-01
APAC-DC-ONPREM-CABLE-0461-D02-LB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/31,dcim.interface,APAC-DC-ONPREM-LB-01:1.4,,,Connection APAC-DC-ONPREM-DIST-SW02 to APAC-DC-ONPREM-LB-01
APAC-DC-ONPREM-CABLE-0462-SPINEA01-D01,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet49,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/40,,,Connection APAC-DC-ONPREM-SPINE-A01 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0463-SPINEA01-D02,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet50,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/40,,,Connection APAC-DC-ONPREM-SPINE-A01 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0464-SPINEA02-D01,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet49,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/41,,,Connection APAC-DC-ONPREM-SPINE-A02 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0465-SPINEA02-D02,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet50,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/41,,,Connection APAC-DC-ONPREM-SPINE-A02 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0466-LEAFA01-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet49,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet1,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0467-LEAFA01-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet50,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet2,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0468-LEAFA01-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet51,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet3,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0469-LEAFA01-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet52,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet4,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0470-LEAFA01-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet53,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet1,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0471-LEAFA01-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet54,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet2,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0472-LEAFA01-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet55,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet3,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0473-LEAFA01-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet56,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet4,,,Connection APAC-DC-ONPREM-LEAF-A01 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0474-LEAFA02-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet49,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet5,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0475-LEAFA02-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet50,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet6,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0476-LEAFA02-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet51,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet7,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0477-LEAFA02-SPINEA01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet52,dcim.interface,APAC-DC-ONPREM-SPINE-A01:Ethernet8,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A01
APAC-DC-ONPREM-CABLE-0478-LEAFA02-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet53,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet5,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0479-LEAFA02-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet54,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet6,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0480-LEAFA02-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet55,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet7,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0481-LEAFA02-SPINEA02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet56,dcim.interface,APAC-DC-ONPREM-SPINE-A02:Ethernet8,,,Connection APAC-DC-ONPREM-LEAF-A02 to APAC-DC-ONPREM-SPINE-A02
APAC-DC-ONPREM-CABLE-0482-APAC-DC-ONPREM-ESX-A01-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A01:eno1,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet1,,,Connection APAC-DC-ONPREM-ESX-A01 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0483-APAC-DC-ONPREM-ESX-A01-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A01:eno2,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet2,,,Connection APAC-DC-ONPREM-ESX-A01 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0484-APAC-DC-ONPREM-ESX-A01-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A01:eno3,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet1,,,Connection APAC-DC-ONPREM-ESX-A01 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0485-APAC-DC-ONPREM-ESX-A01-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A01:eno4,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet2,,,Connection APAC-DC-ONPREM-ESX-A01 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0486-APAC-DC-ONPREM-ESX-A02-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A02:eno1,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet3,,,Connection APAC-DC-ONPREM-ESX-A02 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0487-APAC-DC-ONPREM-ESX-A02-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A02:eno2,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet4,,,Connection APAC-DC-ONPREM-ESX-A02 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0488-APAC-DC-ONPREM-ESX-A02-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A02:eno3,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet3,,,Connection APAC-DC-ONPREM-ESX-A02 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0489-APAC-DC-ONPREM-ESX-A02-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A02:eno4,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet4,,,Connection APAC-DC-ONPREM-ESX-A02 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0490-APAC-DC-ONPREM-ESX-A03-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A03:eno1,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet5,,,Connection APAC-DC-ONPREM-ESX-A03 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0491-APAC-DC-ONPREM-ESX-A03-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A03:eno2,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet6,,,Connection APAC-DC-ONPREM-ESX-A03 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0492-APAC-DC-ONPREM-ESX-A03-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A03:eno3,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet5,,,Connection APAC-DC-ONPREM-ESX-A03 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0493-APAC-DC-ONPREM-ESX-A03-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A03:eno4,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet6,,,Connection APAC-DC-ONPREM-ESX-A03 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0494-APAC-DC-ONPREM-ESX-A04-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A04:eno1,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet7,,,Connection APAC-DC-ONPREM-ESX-A04 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0495-APAC-DC-ONPREM-ESX-A04-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A04:eno2,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet8,,,Connection APAC-DC-ONPREM-ESX-A04 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0496-APAC-DC-ONPREM-ESX-A04-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A04:eno3,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet7,,,Connection APAC-DC-ONPREM-ESX-A04 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0497-APAC-DC-ONPREM-ESX-A04-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A04:eno4,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet8,,,Connection APAC-DC-ONPREM-ESX-A04 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0498-APAC-DC-ONPREM-ESX-A05-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A05:eno1,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet9,,,Connection APAC-DC-ONPREM-ESX-A05 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0499-APAC-DC-ONPREM-ESX-A05-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A05:eno2,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet10,,,Connection APAC-DC-ONPREM-ESX-A05 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0500-APAC-DC-ONPREM-ESX-A05-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A05:eno3,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet9,,,Connection APAC-DC-ONPREM-ESX-A05 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0501-APAC-DC-ONPREM-ESX-A05-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A05:eno4,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet10,,,Connection APAC-DC-ONPREM-ESX-A05 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0502-APAC-DC-ONPREM-ESX-A06-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A06:eno1,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet11,,,Connection APAC-DC-ONPREM-ESX-A06 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0503-APAC-DC-ONPREM-ESX-A06-LEAF01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A06:eno2,dcim.interface,APAC-DC-ONPREM-LEAF-A01:Ethernet12,,,Connection APAC-DC-ONPREM-ESX-A06 to APAC-DC-ONPREM-LEAF-A01
APAC-DC-ONPREM-CABLE-0504-APAC-DC-ONPREM-ESX-A06-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A06:eno3,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet11,,,Connection APAC-DC-ONPREM-ESX-A06 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0505-APAC-DC-ONPREM-ESX-A06-LEAF02,dac-active,connected,dcim.interface,APAC-DC-ONPREM-ESX-A06:eno4,dcim.interface,APAC-DC-ONPREM-LEAF-A02:Ethernet12,,,Connection APAC-DC-ONPREM-ESX-A06 to APAC-DC-ONPREM-LEAF-A02
APAC-DC-ONPREM-CABLE-0506-SPINEB01-D01,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-B01:Ethernet49,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/40,,,Connection APAC-DC-ONPREM-SPINE-B01 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0507-SPINEB01-D02,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-B01:Ethernet50,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/40,,,Connection APAC-DC-ONPREM-SPINE-B01 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0508-SPINEB02-D01,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-B02:Ethernet49,dcim.interface,APAC-DC-ONPREM-DIST-SW01:Ethernet1/41,,,Connection APAC-DC-ONPREM-SPINE-B02 to APAC-DC-ONPREM-DIST-SW01
APAC-DC-ONPREM-CABLE-0509-SPINEB02-D02,aoc,connected,dcim.interface,APAC-DC-ONPREM-SPINE-B02:Ethernet50,dcim.interface,APAC-DC-ONPREM-DIST-SW02:Ethernet1/41,,,Connection APAC-DC-ONPREM-SPINE-B02 to APAC-DC-ONPREM-DIST-SW02
APAC-DC-ONPREM-CABLE-0510-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-B01:Ethernet49,dcim.interface,APAC-DC-ONPREM-SPINE-B01:Ethernet1,,,Connection APAC-DC-ONPREM-LEAF-B01 to APAC-DC-ONPREM-SPINE-B01
APAC-DC-ONPREM-CABLE-0511-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-B01:Ethernet50,dcim.interface,APAC-DC-ONPREM-SPINE-B01:Ethernet2,,,Connection APAC-DC-ONPREM-LEAF-B01 to APAC-DC-ONPREM-SPINE-B01
APAC-DC-ONPREM-CABLE-0512-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-B01:Ethernet51,dcim.interface,APAC-DC-ONPREM-SPINE-B01:Ethernet3,,,Connection APAC-DC-ONPREM-LEAF-B01 to APAC-DC-ONPREM-SPINE-B01
APAC-DC-ONPREM-CABLE-0513-LEAFB01-SPINEB01,dac-active,connected,dcim.interface,APAC-DC-ONPREM-LEAF-B01:Ethernet52,dcim.interface,APAC-DC-ONPREM-SPINE-B01:Ethernet4,,,Connection APAC-DC-ONPREM-LEAF-B01 to APAC-DC-ONPREM-SPINE-B01
